0,1,2,3,4,5,6
@Queen_Europe,1.13337E+18,Twitter for iPhone,5/28/2019 14:06,76,385,"Sorry guys, I’ve got to see off another six British Prime Ministers before I can quit https://t.co/92wwQzwzPf"
@Queen_Europe,1.13184E+18,Twitter for iPhone,5/24/2019 8:38,74,393,"They’ve had an election, their Prime Minister is about to resign, and yes the British are still tweeting about milk… https://t.co/sV5cWZqrrl"
@Queen_Europe,1.13054E+18,Twitter for iPhone,5/20/2019 18:05,110,476,Could I just check with my British friends how much of the six month Brexit extension they are planning to spend tweeting about milkshakes?
@Queen_Europe,1.12988E+18,Twitter for iPhone,5/18/2019 22:54,52,205,"Well, there’s your withdrawal agreement guys. #nulpoints #threepoints #Eurovision"
@Queen_Europe,1.12988E+18,Twitter for iPhone,5/18/2019 22:25,47,264,Fuck me this is like the European Conncil from Hell #Eurovision2019
@Queen_Europe,1.12985E+18,Twitter for iPhone,5/18/2019 20:24,194,709,Genuinely touching to see the UK making a genuine effort to leave Europe at last #Eurovision
@Queen_Europe,1.11232E+18,Twitter for iPhone,3/31/2019 11:59,252,948,"I mean, the Brexit Express literally appears to be going backwards but OK https://t.co/DQsjQAUDTB"
@Queen_Europe,1.10872E+18,Twitter for iPhone,3/21/2019 13:11,106,474,I know we all want to be leaders in AI but it might help if the UK stopped sending a f***ing robot to these Eurosummits #EUCO
@Queen_Europe,1.10847E+18,Twitter for iPhone,3/20/2019 20:56,32,239,And @yanisvaroufakis blamed everyone else for his mistakes too but at least he had a sense of humour.
@Queen_Europe,1.10847E+18,Twitter for iPhone,3/20/2019 20:47,137,624,Cant believe I once thought @NicolasSarkozy and @berlusconi were the most useless politicians of all time.
@Queen_Europe,1.10592E+18,Twitter for iPhone,3/13/2019 20:02,298,1285,How’s Brexit going guys? Must be nearly sorted by now?
@Queen_Europe,1.10515E+18,Twitter for iPhone,3/11/2019 16:36,340,1131,Still waiting https://t.co/yGYeHdyuin
@Queen_Europe,1.10011E+18,Twitter for iPhone,2/25/2019 19:09,43,257,"Should have know a night out, a game of pool and a big breakfast would see @theresa_may right on Brexit. Only langu… https://t.co/mFT1rNrASa"
@Queen_Europe,1.09327E+18,Twitter for iPhone,2/6/2019 22:11,53,360,"All I’m saying is, the special place in hell definitely involves a lot of phone calls from @NicolasSarkozy"
@Queen_Europe,1.09035E+18,Twitter for iPhone,1/29/2019 20:46,156,526,"27 sovereign countries negotiated and agreed a deal in good faith with the UK government, as represented by your Pr… https://t.co/gJjO9wKcT7"
@Queen_Europe,1.09034E+18,Twitter for iPhone,1/29/2019 19:50,50,281,She’s not really going back to Brussels with a strong and decisive negotiating mandate if you’ve already said you m… https://t.co/rr9nkXtNAV
@Queen_Europe,1.09003E+18,Twitter for iPhone,1/28/2019 23:49,90,338,"Do ... do my friends in the British government realise the deal has to be agreed with 27 other countries, not just… https://t.co/VjoCtgCTNv"
@Queen_Europe,1.08772E+18,Twitter for iPhone,1/22/2019 14:48,46,108,"Why, my British friends, is your “Putin apologist” MP so desperate to avoid any delay to Brexit? 🤔… https://t.co/J1RIveqhGw"
@Queen_Europe,1.08526E+18,Twitter for iPhone,1/15/2019 19:54,360,1487,Oh dear. Britain looks messier than Silvio’s flat after one of his Bunga Bunga weekends.
@Queen_Europe,1.0762E+18,Twitter for iPhone,12/21/2018 19:34,64,257,"Apart from attention seeking, wasting everyone’s money, pissing off foreigners and generally droning, @BorisJohnson… https://t.co/AEZkqhDZcn"
@Queen_Europe,1.07617E+18,Twitter for iPhone,12/21/2018 17:51,165,551,"As we approach Brexit day it’s good to see Britain demonstrating her technological prowess, resilient transport lin… https://t.co/5iPgTH1tNP"
@Queen_Europe,1.07604E+18,Twitter for iPhone,12/21/2018 9:10,40,218,Looking forward to a Managed No-Deal Christmas at the Chancellery. Why waste time planning ahead when you can get i… https://t.co/qifL6a50jK
@Queen_Europe,1.0752E+18,Twitter for iPhone,12/19/2018 1:15,48,278,Come on man that’s a fence https://t.co/dxPrj2g4TN
@Queen_Europe,1.07338E+18,Twitter for iPhone,12/14/2018 0:32,90,479,"Fuck’s sake Laurence, it isn’t easy remembering 27 drinks orders https://t.co/HdE8qxT4Df"
@Queen_Europe,1.07279E+18,Twitter for iPhone,12/12/2018 9:40,147,655,"Move in with lovely woman.
Make a mess and leave her to clean it up.
Make no effort to help.
Criticise her cleaning… https://t.co/MLhYkuA7QO"
@Queen_Europe,1.07276E+18,Twitter for iPhone,12/12/2018 8:03,58,242,#StrongAndStable
@Queen_Europe,1.07225E+18,Twitter for iPhone,12/10/2018 22:07,23,147,"Apart from spending all day in a  horizontal position, having to be carried out of the room and being rather shiny… https://t.co/fkQBfeKC5P"
@Queen_Europe,1.0722E+18,Twitter for iPhone,12/10/2018 18:29,742,2423,Pretty sure Brexit is now officially more embarrassing than Eurovision.
@Queen_Europe,1.06879E+18,Twitter for iPhone,12/1/2018 8:53,103,656,Sorry to miss the start of the summit. If only I’d missed the f***ing middle and end as well. #G20Argentina
@Queen_Europe,1.06824E+18,Twitter for iPhone,11/29/2018 20:17,170,687,We forgot to load the beers. #G20Argentina #FarewellTour https://t.co/AmpmhtkXKe
@Queen_Europe,1.06793E+18,Twitter for iPhone,11/28/2018 23:51,21,116,"Wait, is this still just a big game for my British friends? https://t.co/vNR2p1vtOh"
@Queen_Europe,1.06589E+18,Twitter for iPhone,11/23/2018 8:33,60,352,Wishing all my British friends a frictionless Black Friday. https://t.co/nDSvI3AHSm
@Queen_Europe,1.06445E+18,Twitter for iPhone,11/19/2018 9:33,0,2,@spycymeataballa What makes you think it isn’t?
@Queen_Europe,1.06445E+18,Twitter for iPhone,11/19/2018 9:33,151,809,Shit guys we’re in trouble now. The Brits have realised they just need to do more insisting. https://t.co/NyEhAl8gBg
@Queen_Europe,1.06415E+18,Twitter for iPhone,11/18/2018 13:34,45,143,"As you are a little confused @Jacob_Rees_Mogg, the Chancellor will explain:

1 A good Englishman settles his bill.… https://t.co/sSFtqhXErw"
@Queen_Europe,1.06316E+18,Twitter for iPhone,11/15/2018 20:19,103,503,What is cricket and who the f*** is Geoffrey Boycott?
@Queen_Europe,1.05845E+18,Twitter for iPhone,11/2/2018 19:55,32,152,Good to see Brexit Britain saving money on the police and court system. https://t.co/fBDB6OyqR7
@Queen_Europe,1.05703E+18,Twitter for iPhone,10/29/2018 22:14,172,846,It’s going to be hard saying goodbye. How will I fill the days with no weak men to counsel and no shit to be blamed… https://t.co/zLIaLeAhWY
@Queen_Europe,1.05689E+18,Twitter for iPhone,10/29/2018 12:51,281,1001,4. Good luck surviving without me you bastards https://t.co/kWjkpbag2P
@Queen_Europe,1.05284E+18,Twitter for iPhone,10/18/2018 8:26,108,540,More paracetamol less Brexit today plz
@Queen_Europe,1.05151E+18,Twitter for iPhone,10/14/2018 16:41,72,419,Guess it’s time to let the Brits know what deal they’re getting from us. Good luck @theresa_may.
@Queen_Europe,1.04311E+18,Twitter for iPhone,9/21/2018 12:05,26,190,Don’t tell me you’re *not* going to make a success of it? https://t.co/uEl94yDdaK
@Queen_Europe,1.04311E+18,Twitter for iPhone,9/21/2018 11:52,300,1800,Been offline for a while. How’s Brexit going?
@Queen_Europe,1.0329E+18,Twitter for iPhone,8/24/2018 7:59,102,388,"I mean we knew Brexit had turned you Brits into a nation of wankers, but it’s good to have confirmation https://t.co/TdWDagbcjU"
@Queen_Europe,1.02696E+18,Twitter for iPhone,8/7/2018 22:19,561,1421,"I know I’m supposed to be on holiday but seriously, can anyone explain why British politicians have decided to hold… https://t.co/YCo6QA38PQ"
@Queen_Europe,1.02646E+18,Twitter for iPhone,8/6/2018 13:44,109,413,"Just catching up:
- Brexiteers want their No Deal planning to scare us
- But the British people aren’t allowed to k… https://t.co/KqBDBC60NG"
@Queen_Europe,1.02204E+18,Twitter for iPhone,7/25/2018 8:33,4813,14850,"Dear British friends. Having grown up with food rationing and medicine shortages in the GDR, I can reassure you the… https://t.co/V67XHZBSSE"
@Queen_Europe,1.01985E+18,Twitter for iPhone,7/19/2018 7:59,137,410,"Congratulations to the Brexiteers.
You won the referendum with illegal spending.
You won the parliamentary votes by… https://t.co/XI7E4jFkG1"
@Queen_Europe,1.01966E+18,Twitter for iPhone,7/18/2018 19:12,55,240,They don’t seriously ... they don’t seriously think Vladimir wasn’t recording the whole thing https://t.co/XT516DBsOa
@Queen_Europe,1.01958E+18,Twitter for iPhone,7/18/2018 14:04,32,161,Great to hear @BorisJohnson making such a strong case against Brexit.
@Queen_Europe,1.01713E+18,Twitter for iPhone,7/11/2018 19:25,62,369,I can confirm @theresa_may is hiding under the table and for once @realDonaldTrump is not to blame. #CROENG
@Queen_Europe,1.01711E+18,Twitter for iPhone,7/11/2018 18:28,32,174,If this was Brexit Herr Rees-Mogg would complain the score should be 6-0 and playing by the same rules as Croatia was an outrage.
@Queen_Europe,1.01711E+18,Twitter for iPhone,7/11/2018 17:55,270,1274,Christ I wish I was going home. #ItsComingHome https://t.co/Ov0Z2tOpmh
@Queen_Europe,1.01679E+18,Twitter for iPhone,7/10/2018 20:45,90,380,"Another mansplaining dickhead on my hands, FFS https://t.co/EC5I8O59sE"
@Queen_Europe,1.01677E+18,Twitter for iPhone,7/10/2018 19:38,0,27,@i_FahadHussain @ayeshahazarika @EmmanuelMacron Trust me the real Angela is even funnier
@Queen_Europe,1.01676E+18,Twitter for iPhone,7/10/2018 19:03,315,1694,Come on Belgium. We all love @EmmanuelMacron but he’ll be fucking unbearable if he wins this.
@Queen_Europe,1.0164E+18,Twitter for iPhone,7/9/2018 19:11,88,384,"I had a mild disagreement with my Interior Minister and the Brexiteers went into full “End of Merkel” mode, so god help @theresa_may frankly"
@Queen_Europe,1.01621E+18,Twitter for iPhone,7/9/2018 6:41,71,0,"RT @Queen_Europe: Apart from being arrogant, lazy, unimaginative, living in the past and totally outplayed by the opposition, @DavidDavisMP…"
@Queen_Europe,1.01609E+18,Twitter for iPhone,7/8/2018 22:41,71,280,"Apart from being arrogant, lazy, unimaginative, living in the past and totally outplayed by the opposition,… https://t.co/R0qez6KXGK"
@Queen_Europe,1.01425E+18,Twitter for iPhone,7/3/2018 20:58,75,361,"I mean, it’s not as improbable as a successful Brexit deal but still"
@Queen_Europe,1.01387E+18,Twitter for iPhone,7/2/2018 19:53,916,2905,Brussels always wins
@Queen_Europe,1.01386E+18,Twitter for iPhone,7/2/2018 19:13,94,449,"Look, I can’t resign the same day Belgium get knocked out of the World Cup. Europe isn’t ready for this."
@Queen_Europe,1.01353E+18,Twitter for iPhone,7/1/2018 21:12,89,543,🍺
@Queen_Europe,1.01244E+18,Twitter for iPhone,6/28/2018 21:08,86,323,Ennui de mansplain. #EUCO https://t.co/SQ5Id7ngVl
@Queen_Europe,1.01233E+18,Twitter for iPhone,6/28/2018 13:35,84,357,I SAID DON’T MENTION THE FOOTBALL #euco
@Queen_Europe,1.012E+18,Twitter for iPhone,6/27/2018 16:01,1905,1881,Oh
@Queen_Europe,1.01133E+18,Twitter for iPhone,6/25/2018 19:10,123,699,Can I just say that sacking @BorisJohnson would be the single most popular and unifying act of Theresa May’s leader… https://t.co/7vbuSeqUaG
@Queen_Europe,1.01089E+18,Twitter for iPhone,6/24/2018 14:25,0,11,@i0exception 😂
@Queen_Europe,1.01089E+18,Twitter for iPhone,6/24/2018 14:24,381,1795,Wait what https://t.co/bDfpmFm0Ua
@Queen_Europe,1.01087E+18,Twitter for iPhone,6/24/2018 13:17,35,255,Good to see England football thriving inside the European Union #ENGPAN
@Queen_Europe,1.01062E+18,Twitter for iPhone,6/23/2018 20:06,159,523,https://t.co/COF91Vakuw
@Queen_Europe,1.0106E+18,Twitter for iPhone,6/23/2018 18:49,398,1260,OK Herr Löw you have 45 minutes to sort this out or I’m making you Ambassador to Washington DC
@Queen_Europe,1.01059E+18,Twitter for iPhone,6/23/2018 18:39,54,166,Verdammt noch mal
@Queen_Europe,1.01044E+18,Twitter for iPhone,6/23/2018 8:50,360,1118,"On this anniversary of the #Brexit vote, my thanks go to Britain for her generosity. Not just £40bn but your aerosp… https://t.co/OnCz5N4HNw"
@Queen_Europe,1.00877E+18,Twitter for iPhone,6/18/2018 18:03,214,940,Well fuck you very much https://t.co/PLP5M2en41
@Queen_Europe,1.00839E+18,Twitter for iPhone,6/17/2018 17:01,143,503,Fuck it might as well resign now #GERMEX
@Queen_Europe,1.00839E+18,Twitter for iPhone,6/17/2018 16:29,30,100,"The old leaders of the centre are losing their touch, who knew ... #MEXGER"
@Queen_Europe,1.00838E+18,Twitter for iPhone,6/17/2018 15:46,538,1576,Starting to think Donald was right about the Mexicans #MEXGER
@Queen_Europe,1.00812E+18,Twitter for iPhone,6/16/2018 23:00,26,130,No
@Queen_Europe,1.00812E+18,Twitter for iPhone,6/16/2018 22:44,40,204,Could this be my last midnight Jägermeister at the Chancellery?
@Queen_Europe,1.00754E+18,Twitter for iPhone,6/15/2018 8:46,20,130,https://t.co/AgQzio9ZIp
@Queen_Europe,1.00548E+18,Twitter for iPhone,6/9/2018 16:15,845,2496,https://t.co/TaGCx2IvFg
@Queen_Europe,1.00479E+18,Twitter for iPhone,6/7/2018 18:06,24,109,That’s a coincidence because unacceptable and unpalatable is exactly how Joachim describes your strange British ale. https://t.co/bKo29p2ppI
@Queen_Europe,1.00474E+18,Twitter for iPhone,6/7/2018 15:11,232,881,"I’d like to thank the British government for making Brussels look like a slick, well-oiled decision making machine. #ThankYou"
@Queen_Europe,1.00081E+18,Twitter for iPhone,5/27/2018 19:03,29,156,"I mean, as if I would ever tell the president of Italy who should run his government.

Why in the name of Silvio… https://t.co/eAvJWGOezg"
@Queen_Europe,1.0008E+18,Twitter for iPhone,5/27/2018 17:57,33,142,Oh yeah it’s not like the Italians and Greeks spent 8 years telling me to sack Wolfgang or anything. 🙄 https://t.co/fnx9V3iKvt
@Queen_Europe,9.97187E+17,Twitter for iPhone,5/17/2018 18:47,16,76,The dude responsible for the bank run that kicked off the UK’s financial crisis thinks Brexit can be fixed by throw… https://t.co/OffTHIir5u
@Queen_Europe,9.97186E+17,Twitter for iPhone,5/17/2018 18:45,17,125,What
@Queen_Europe,9.95419E+17,Twitter for iPhone,5/12/2018 21:44,66,340,I mean apart from being an attention seeking idiot interrupting a hard-working woman trying to do the best for her… https://t.co/hPX1xUJVDw
@Queen_Europe,9.95344E+17,Twitter for iPhone,5/12/2018 16:45,190,650,Last #Eurovision before Brexit my dudes. It’s gonna be emotional.
@Queen_Europe,9.8993E+17,Twitter for iPhone,4/27/2018 18:10,83,555,OK how many free beers would I get for trying a dandruff pick on @realDonaldTrump? 🍻 💇‍♂️ 🇺🇸
@Queen_Europe,9.85099E+17,Twitter for iPhone,4/14/2018 10:14,102,434,"On days like this, spare a thought for @Nigel_Farage who has to decide which of his asshole friends to shill for. #TrumpVsPutin"
@Queen_Europe,9.80388E+17,Twitter for iPhone,4/1/2018 10:16,42,293,😂 https://t.co/rDyhO3jli8
@Queen_Europe,9.80387E+17,Twitter for iPhone,4/1/2018 10:10,57,310,Also pleased to note this matches @lufthansa’s new livery. https://t.co/XnTHm2LJ9H
@Queen_Europe,9.73849E+17,Twitter for iPhone,3/14/2018 9:09,118,606,#Winning #Again https://t.co/GXKKyh8li3
@Queen_Europe,9.71506E+17,Twitter for iPhone,3/7/2018 22:02,41,267,"That’s not your Alexa cackling, it’s me laughing at @berlusconi’s election results."
@Queen_Europe,9.69121E+17,Twitter for iPhone,3/1/2018 8:02,114,516,"Brexiteers: Be tough! Negotiate hard!
Brussels: Negotiates hard
Brexiteers: Epic f***ing meltdown"
@Queen_Europe,9.68759E+17,Twitter for iPhone,2/28/2018 8:03,68,243,Apparently Brexit doesn’t mean maths. #FakeMaths https://t.co/ORJnr5gA65
@Queen_Europe,9.63083E+17,Twitter for iPhone,2/12/2018 16:12,70,402,https://t.co/B6gsqABCQu
@Queen_Europe,9.61884E+17,Twitter for iPhone,2/9/2018 8:45,696,1376,Bringing you live scenes from the UK’s Brexit strategy https://t.co/NPT7y6QoGY
@Queen_Europe,9.61693E+17,Twitter for iPhone,2/8/2018 20:07,129,426,"My dear British friends. While you have been distracted by a Soros shaped dead cat, your Conservative cabinet has f… https://t.co/TiEi46FkGS"
@Queen_Europe,9.60989E+17,Twitter for iPhone,2/6/2018 21:28,61,248,EU negotiating directives on the Brexit transition period arriving like https://t.co/hKb35Qw7WE
@Queen_Europe,9.60981E+17,Twitter for iPhone,2/6/2018 20:59,1791,4596,So it turns out that building your own space rocket to travel to Mars is in fact less complicated than Brexit.
@Queen_Europe,9.58304E+17,Twitter for iPhone,1/30/2018 11:42,276,967,I really don’t understand why the British are so keen on self-government when they seem to think their own civil se… https://t.co/vnKzXyBh3A
@Queen_Europe,9.58092E+17,Twitter for iPhone,1/29/2018 21:38,87,250,Mwahaha https://t.co/WJ8OqydAdE
@Queen_Europe,9.52504E+17,Twitter for iPhone,1/14/2018 11:31,10,47,@UKIP  https://t.co/iDHAUKF1fn
@Queen_Europe,9.51745E+17,Twitter for iPhone,1/12/2018 9:16,507,2392,"Please don’t come to Berlin instead
Please don’t come to Berlin instead
Please don’t come to Berlin instead
Please… https://t.co/0EGZUxkc7H"
@Queen_Europe,9.49428E+17,Twitter for iPhone,1/5/2018 23:51,60,269,You can laugh but @berlusconi was watching the f***ing gorilla channel ten years ago.
@Queen_Europe,9.48363E+17,Twitter for iPhone,1/3/2018 1:19,510,1467,I too have a Button https://t.co/VcjkI7onTh
@Queen_Europe,9.48318E+17,Twitter for iPhone,1/2/2018 22:19,19,82,The parrot is resting. The passports were blue. https://t.co/ewBSdYyZ6L
@Queen_Europe,9.48292E+17,Twitter for iPhone,1/2/2018 20:37,36,187,"London update: UK government denies the colour black has ever existed. In clubland, young aristocrats parade in their blue top hats."
@Queen_Europe,9.48254E+17,Twitter for iPhone,1/2/2018 18:06,10,67,Komisch https://t.co/UmxeIx95KT
@Queen_Europe,9.47634E+17,Twitter for iPhone,1/1/2018 1:01,484,1758,To my British friends - enjoy your last year being oppressed by Brussels. To my European neighbours - enjoy your la… https://t.co/0NkAiTEnhP
@Queen_Europe,9.47218E+17,Twitter for iPhone,12/30/2017 21:29,373,996,"It’s good to know the UK government is fully focussed on the challenges of Brexit - and not, for example, wasting t… https://t.co/X994XXPwvA"
@Queen_Europe,9.45225E+17,Twitter for iPhone,12/25/2017 9:29,49,257,"NB Santa advises that blue passports will be available for delivery next Christmas, but please don’t ask for a besp… https://t.co/llwpTIRRHe"
@Queen_Europe,9.45223E+17,Twitter for iPhone,12/25/2017 9:19,1248,3976,"Wishing my British friends much love for your second last EU regulated Christmas! May your gifts bring you joy, and… https://t.co/etoHg8xtAh"
@Queen_Europe,9.44225E+17,Twitter for iPhone,12/22/2017 15:16,35,173,https://t.co/GVs4oCGjIr
@Queen_Europe,9.44182E+17,Twitter for iPhone,12/22/2017 12:24,256,794,Sincere apologies - “fiends” was a typo. Obviously I meant to say “lunatics”. https://t.co/2T2pPnqKYA
@Queen_Europe,9.44115E+17,Twitter for iPhone,12/22/2017 7:58,5711,14927,"Congratulations to my British fiends on your new dunkelblau passports 🥂. We Germans will stick with 2.8% growth, 1.… https://t.co/R8Io3lBawd"
@Queen_Europe,9.43233E+17,Twitter for iPhone,12/19/2017 21:34,75,237,When you accidentally subtweet your boss https://t.co/rndtQSLZqE
@Queen_Europe,9.41585E+17,Twitter for iPhone,12/15/2017 8:25,68,226,So we asked @Theresa_May for her vision of the future UK-EU relationship https://t.co/SmfO3pEdxS
@Queen_Europe,9.41037E+17,Twitter for iPhone,12/13/2017 20:08,658,1985,You’ve been an MEP for 18 years 🤔 https://t.co/XmFrNa3EHT
@Queen_Europe,9.40856E+17,Twitter for iPhone,12/13/2017 8:07,4,14,@tom_nuttall NOT FUNNY
@Queen_Europe,9.4085E+17,Twitter for iPhone,12/13/2017 7:44,32,201,Commiserations to President Bannon.
@Queen_Europe,9.40581E+17,Twitter for iPhone,12/12/2017 13:57,32,135,What’s the German word for “balls in a vice”? https://t.co/4sPcrfx7n2
@Queen_Europe,9.40565E+17,Twitter for iPhone,12/12/2017 12:52,45,158,These Brexiteers are like comedy bank robbers who take off their mask in front of a security camera and then drop t… https://t.co/HN39jqQItc
